"Timestamp","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
"2021/03/23 2:17:07 PM AST","3","2","2","5","12","2","5","2","3","2","2","3","4","3","2","3","2","5","2","5","2","2","2","2","2","2","3","2","4","1","2","2","2","2","2","3","5","6","2","2","2","5","2","3","",""
"2021/03/23 2:27:41 PM AST","2","3","2","5","10","2","5","2","4","2","3","3","3","3","2","2","2","5","2","4","2","2","2","2","4","4","3","3","3","2","10","4","2","2","3","8","5","7","2","2","3","5","2","8","",""
"2021/03/25 1:42:05 PM AST","1","1","1","4","12","1","5","1","5","1","3","2","3","3","1","2","2","6","2","4","1","1","1","1","2","4","3","3","4","1","10","4","1","1","1","8","4","7","1","2","1","5","1","2","",""
"2021/03/28 12:57:10 PM AST","2","3","2","5","5","2","5","2","5","1","3","3","4","3","2","3","2","5","2","4","2","2","2","2","4","4","3","3","4","2","10","4","2","2","3","8","5","7","2","2","2","5","2","8","",""
"2021/04/23 4:44:59 PM AST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","3"
